source_loan_id,target_loan_id,cosine_similarity,fraud_type,fraud_score,risk_cluster_id,cross_business_scene,innovation_tags
loan_2206,loan_4132,0.9999566078186035,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_2374,loan_3884,0.9999555349349976,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_2415,loan_3982,0.9999526739120483,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_2373,loan_3883,0.999952495098114,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_4209,loan_2215,0.999948263168335,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_2352,loan_3826,0.9999409317970276,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_2442,loan_4031,0.9999326467514038,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_2371,loan_3879,0.9999313354492188,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_2386,loan_3911,0.9999150037765503,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_2213,loan_4185,0.9999024868011475,cross_customer_candidate,1.0,RISK_CLUSTER_290,False,风险关系簇、高连接节点、极高综合欺诈分
loan_2397,loan_3940,0.999894917011261,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_2207,loan_4138,0.9998947978019714,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_2209,loan_4154,0.999894380569458,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_2414,loan_3981,0.9998821020126343,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1618,loan_3602,0.9998776912689209,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_2199,loan_4095,0.9998669624328613,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1531,loan_3049,0.9998632669448853,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1588,loan_3646,0.9998466372489929,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0700,loan_3732,0.999844491481781,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1540,loan_3829,0.9998374581336975,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_2321,loan_3744,0.9998325705528259,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1723,loan_3873,0.9998272657394409,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1932,loan_3257,0.999824047088623,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0154,loan_4060,0.9998232126235962,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_2098,loan_3961,0.9998170137405396,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1857,loan_3625,0.9998146295547485,cross_customer_candidate,1.0,RISK_CLUSTER_290,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1869,loan_3880,0.9998083710670471,cross_customer_candidate,1.0,RISK_CLUSTER_290,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1861,loan_3127,0.9998050928115845,cross_customer_candidate,1.0,RISK_CLUSTER_174,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1788,loan_3046,0.9998019933700562,cross_customer_candidate,1.0,RISK_CLUSTER_164,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0696,loan_3264,0.9997984170913696,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0139,loan_3267,0.9997945427894592,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0187,loan_3546,0.9997901916503906,cross_customer_candidate,1.0,RISK_CLUSTER_290,False,风险关系簇、高连接节点、极高综合欺诈分
loan_2014,loan_3910,0.9997897744178772,cross_customer_candidate,1.0,RISK_CLUSTER_290,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1267,loan_3270,0.9997879266738892,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1191,loan_3845,0.9997847080230713,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1305,loan_3833,0.9997686147689819,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_2012,loan_3246,0.9997555017471313,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1866,loan_3793,0.9997531771659851,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1253,loan_3878,0.9997434616088867,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1427,loan_3530,0.9997385740280151,cross_customer_candidate,1.0,RISK_CLUSTER_235,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1505,loan_3986,0.9997316598892212,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_4169,loan_2211,0.9997292757034302,cross_customer_candidate,1.0,RISK_CLUSTER_283,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1742,loan_3660,0.99971604347229,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1393,loan_3233,0.9997133016586304,cross_customer_candidate,1.0,RISK_CLUSTER_330,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1376,loan_3943,0.9997023344039917,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0845,loan_3824,0.9996985197067261,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0836,loan_3925,0.9996830821037292,cross_customer_candidate,1.0,RISK_CLUSTER_290,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1562,loan_3908,0.9996739625930786,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0943,loan_3837,0.9996712803840637,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1580,loan_3855,0.9996652603149414,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1977,loan_3619,0.9996612071990967,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0089,loan_4089,0.999660313129425,cross_customer_candidate,1.0,RISK_CLUSTER_011,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1683,loan_3141,0.9996502995491028,cross_customer_candidate,1.0,RISK_CLUSTER_290,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0185,loan_3154,0.9996493458747864,cross_customer_candidate,1.0,RISK_CLUSTER_290,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0136,loan_1217,0.9996491074562073,cross_customer_candidate,1.0,RISK_CLUSTER_290,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1715,loan_3210,0.9996446967124939,cross_customer_candidate,1.0,RISK_CLUSTER_159,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1690,loan_4032,0.9996437430381775,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1440,loan_3916,0.9996376037597656,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0885,loan_3909,0.9996358156204224,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0428,loan_3780,0.9996309280395508,cross_customer_candidate,1.0,RISK_CLUSTER_290,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0199,loan_4199,0.9996289610862732,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0844,loan_3138,0.9996288418769836,cross_customer_candidate,1.0,RISK_CLUSTER_283,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1941,loan_3775,0.9996155500411987,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0697,loan_2160,0.9996128678321838,cross_customer_candidate,1.0,RISK_CLUSTER_283,False,风险关系簇、高连接节点、极高综合欺诈分
loan_3711,loan_4040,0.9996100664138794,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_3569,loan_0301,0.9996078014373779,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0290,loan_3567,0.9996022582054138,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1140,loan_3999,0.9996011853218079,cross_customer_candidate,1.0,RISK_CLUSTER_290,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0425,loan_0563,0.99959397315979,cross_customer_candidate,1.0,RISK_CLUSTER_290,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0721,loan_3930,0.999588668346405,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0091,loan_3060,0.9995849132537842,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_4091,loan_0091,0.9995849132537842,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0292,loan_3261,0.9995842576026917,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1701,loan_3999,0.9995811581611633,cross_customer_candidate,1.0,RISK_CLUSTER_290,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0246,loan_3560,0.9995749592781067,cross_customer_candidate,1.0,RISK_CLUSTER_336,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1711,loan_4170,0.9995719194412231,cross_customer_candidate,1.0,RISK_CLUSTER_237,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1876,loan_3687,0.9995650053024292,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0883,loan_3759,0.9995570778846741,cross_customer_candidate,1.0,RISK_CLUSTER_290,False,风险关系簇、高连接节点、极高综合欺诈分
loan_3193,loan_0224,0.9995567798614502,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1920,loan_3114,0.9995553493499756,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0732,loan_1107,0.9995447993278503,cross_customer_candidate,1.0,RISK_CLUSTER_290,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0788,loan_3546,0.9995404481887817,cross_customer_candidate,1.0,RISK_CLUSTER_290,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0295,loan_3264,0.9995387196540833,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1140,loan_1701,0.9995319843292236,cross_customer_candidate,1.0,RISK_CLUSTER_290,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1621,loan_1772,0.9995274543762207,cross_customer_candidate,1.0,RISK_CLUSTER_290,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0147,loan_4168,0.9995237588882446,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1951,loan_3664,0.9995177388191223,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0769,loan_3617,0.9995028376579285,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0468,loan_3754,0.9994959235191345,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0435,loan_3785,0.9994931817054749,cross_customer_candidate,1.0,RISK_CLUSTER_283,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0479,loan_3660,0.9994914531707764,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1578,loan_2138,0.9994895458221436,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1036,loan_0883,0.9994886517524719,cross_customer_candidate,1.0,RISK_CLUSTER_290,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1395,loan_4215,0.9994885325431824,cross_customer_candidate,1.0,RISK_CLUSTER_241,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0477,loan_3812,0.9994857907295227,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0215,loan_1395,0.9994856119155884,cross_customer_candidate,1.0,RISK_CLUSTER_241,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0552,loan_3553,0.9994771480560303,cross_customer_candidate,1.0,RISK_CLUSTER_241,False,风险关系簇、高连接节点、极高综合欺诈分
loan_3105,loan_3537,0.9994731545448303,cross_customer_candidate,1.0,RISK_CLUSTER_290,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0424,loan_0821,0.9994667768478394,cross_customer_candidate,1.0,RISK_CLUSTER_290,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0688,loan_3249,0.9994637370109558,cross_customer_candidate,1.0,RISK_CLUSTER_243,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1569,loan_3569,0.9994559288024902,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_3633,loan_4048,0.9994497299194336,cross_customer_candidate,1.0,RISK_CLUSTER_290,False,风险关系簇、高连接节点、极高综合欺诈分
loan_4133,loan_1972,0.9994488954544067,cross_customer_candidate,1.0,RISK_CLUSTER_260,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1675,loan_3179,0.9994468092918396,cross_customer_candidate,1.0,RISK_CLUSTER_240,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1707,loan_1887,0.999444842338562,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0324,loan_0558,0.9994388818740845,cross_customer_candidate,1.0,RISK_CLUSTER_290,False,风险关系簇、高连接节点、极高综合欺诈分
loan_3108,loan_0139,0.9994382858276367,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0297,loan_3266,0.9994381666183472,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_3108,loan_3267,0.999434769153595,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_2154,loan_3714,0.9994344711303711,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0704,loan_3924,0.999432384967804,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1415,loan_0769,0.9994286298751831,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0797,loan_1937,0.9994237422943115,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1471,loan_1512,0.9994226098060608,cross_customer_candidate,1.0,RISK_CLUSTER_290,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1529,loan_3250,0.999420166015625,cross_customer_candidate,1.0,RISK_CLUSTER_263,False,风险关系簇、高连接节点、极高综合欺诈分
loan_4187,loan_0187,0.9994199275970459,cross_customer_candidate,1.0,RISK_CLUSTER_290,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0426,loan_0936,0.9994155168533325,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0341,loan_3726,0.9994090795516968,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_2037,loan_4065,0.9994077682495117,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0922,loan_3601,0.9994074702262878,cross_customer_candidate,1.0,RISK_CLUSTER_290,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0984,loan_0721,0.9994065761566162,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1457,loan_4023,0.9994044899940491,cross_customer_candidate,1.0,RISK_CLUSTER_290,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0442,loan_1671,0.9994040131568909,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0084,loan_4084,0.9994009137153625,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_4057,loan_1941,0.9993994235992432,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1751,loan_3907,0.9993975162506104,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1101,loan_1173,0.9993931651115417,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_2176,loan_1202,0.9993917346000671,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0399,loan_1812,0.9993893504142761,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0937,loan_2186,0.9993870854377747,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0831,loan_3956,0.9993829727172852,cross_customer_candidate,1.0,RISK_CLUSTER_290,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1348,loan_3677,0.9993829727172852,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0720,loan_3635,0.9993799328804016,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0942,loan_2124,0.9993778467178345,cross_customer_candidate,1.0,RISK_CLUSTER_290,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1779,loan_2139,0.999375581741333,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0120,loan_1324,0.9993742108345032,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0295,loan_0696,0.9993708729743958,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0122,loan_4122,0.999367892742157,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0122,loan_3091,0.999367892742157,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1953,loan_2116,0.9993678331375122,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0788,loan_0187,0.9993641972541809,cross_customer_candidate,1.0,RISK_CLUSTER_290,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0908,loan_1400,0.9993592500686646,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0897,loan_1085,0.9993537068367004,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1048,loan_3638,0.9993517994880676,cross_customer_candidate,1.0,RISK_CLUSTER_290,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0724,loan_0909,0.9993488788604736,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0288,loan_3257,0.999348521232605,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1765,loan_3633,0.9993473291397095,cross_customer_candidate,1.0,RISK_CLUSTER_290,False,风险关系簇、高连接节点、极高综合欺诈分
loan_3546,loan_4187,0.9993472695350647,cross_customer_candidate,1.0,RISK_CLUSTER_290,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1199,loan_1826,0.9993435144424438,cross_customer_candidate,1.0,RISK_CLUSTER_290,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0594,loan_3875,0.9993425607681274,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0420,loan_3607,0.9993422031402588,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_4124,loan_0124,0.999341607093811,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0112,loan_3081,0.9993412494659424,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0481,loan_3697,0.9993307590484619,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1195,loan_0246,0.9993294477462769,cross_customer_candidate,1.0,RISK_CLUSTER_336,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0479,loan_1742,0.9993290901184082,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0328,loan_4191,0.999328076839447,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0210,loan_1675,0.9993265867233276,cross_customer_candidate,1.0,RISK_CLUSTER_240,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1416,loan_3527,0.9993252158164978,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0674,loan_1562,0.9993192553520203,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1036,loan_3759,0.9993188381195068,cross_customer_candidate,1.0,RISK_CLUSTER_290,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1083,loan_3535,0.9993172287940979,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0631,loan_1369,0.9993152618408203,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0200,loan_1230,0.9993135929107666,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1824,loan_3228,0.999311625957489,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0759,loan_1750,0.9993077516555786,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1709,loan_2125,0.9993066191673279,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_2025,loan_4064,0.9993064403533936,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_1684,loan_2144,0.9993056058883667,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0501,loan_3824,0.9993038177490234,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0933,loan_1648,0.9993036985397339,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_0078,loan_3047,0.9993005394935608,cross_customer_candidate,1.0,RISK_CLUSTER_120,False,风险关系簇、高连接节点、极高综合欺诈分
loan_3058,loan_0089,0.9992997646331787,cross_customer_candidate,1.0,RISK_CLUSTER_011,False,风险关系簇、高连接节点、极高综合欺诈分
