query_loan_id,match_loan_id,stage1_similarity_probability,stage1_predicted_similar,stage2_predicted_type,stage2_table_type,name_match,id_match,id_conflict,same_iddd_pair,renewal_base_pair,query_edit_type,match_edit_type,query_base_from,match_base_from,query_customer_id_hash,match_customer_id_hash,query_path,match_path
loan_0080,loan_3049,0.7475297480731214,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,da74af2c6eac91d4d7bc3dca442d8eb1ea27fce0cfc244f76ee8ce46d2dc20e0,da74af2c6eac91d4d7bc3dca442d8eb1ea27fce0cfc244f76ee8ce46d2dc20e0,D:\GitHub\jinchuang\data\loan_0080\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3049\face_signing.jpg
loan_0081,loan_3050,0.9509594131492703,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,988ed27376e449f6dc8937603862f6b5f4d7fb8bf42da24c785346328bd8c459,988ed27376e449f6dc8937603862f6b5f4d7fb8bf42da24c785346328bd8c459,D:\GitHub\jinchuang\data\loan_0081\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3050\face_signing.jpg
loan_0081,loan_4081,0.8530780323246621,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,988ed27376e449f6dc8937603862f6b5f4d7fb8bf42da24c785346328bd8c459,988ed27376e449f6dc8937603862f6b5f4d7fb8bf42da24c785346328bd8c459,D:\GitHub\jinchuang\data\loan_0081\face_signing.jpg,D:\GitHub\jinchuang\data\loan_4081\face_signing.jpg
loan_0082,loan_4082,0.7306463270553286,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,ecee8d5ad82ef474db0679b87b3625f056a9241c6de8843b05e87e98149ba7d4,ecee8d5ad82ef474db0679b87b3625f056a9241c6de8843b05e87e98149ba7d4,D:\GitHub\jinchuang\data\loan_0082\face_signing.jpg,D:\GitHub\jinchuang\data\loan_4082\face_signing.jpg
loan_0083,loan_3052,0.7818882726652039,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,5e0199984e473ca17d7bbb00a946daf95b360d80c40521a7504688bc839c77ce,5e0199984e473ca17d7bbb00a946daf95b360d80c40521a7504688bc839c77ce,D:\GitHub\jinchuang\data\loan_0083\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3052\face_signing.jpg
loan_0083,loan_4083,0.9240112803454803,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,5e0199984e473ca17d7bbb00a946daf95b360d80c40521a7504688bc839c77ce,5e0199984e473ca17d7bbb00a946daf95b360d80c40521a7504688bc839c77ce,D:\GitHub\jinchuang\data\loan_0083\face_signing.jpg,D:\GitHub\jinchuang\data\loan_4083\face_signing.jpg
loan_0084,loan_4084,0.7037252646505786,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,4540f8044fca040660d0912c1f750aa6086364dfd8e967d03f80b2459d9c80a0,4540f8044fca040660d0912c1f750aa6086364dfd8e967d03f80b2459d9c80a0,D:\GitHub\jinchuang\data\loan_0084\face_signing.jpg,D:\GitHub\jinchuang\data\loan_4084\face_signing.jpg
loan_0084,loan_3053,0.7424762084346603,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,4540f8044fca040660d0912c1f750aa6086364dfd8e967d03f80b2459d9c80a0,4540f8044fca040660d0912c1f750aa6086364dfd8e967d03f80b2459d9c80a0,D:\GitHub\jinchuang\data\loan_0084\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3053\face_signing.jpg
loan_0085,loan_3054,0.6818766358683773,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,a441b103a034275d97373270975cab9b06cc93e36b0f282112aa1ffef05cf5de,a441b103a034275d97373270975cab9b06cc93e36b0f282112aa1ffef05cf5de,D:\GitHub\jinchuang\data\loan_0085\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3054\face_signing.jpg
loan_0085,loan_4085,0.767328365380249,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,a441b103a034275d97373270975cab9b06cc93e36b0f282112aa1ffef05cf5de,a441b103a034275d97373270975cab9b06cc93e36b0f282112aa1ffef05cf5de,D:\GitHub\jinchuang\data\loan_0085\face_signing.jpg,D:\GitHub\jinchuang\data\loan_4085\face_signing.jpg
loan_0086,loan_0996,0.64523820897077,True,cross_customer_fraud,not_labeled_similar,False,False,True,True,False,,,,,447e0c75830659d8fddc0b4e26b52663b2d27d4c26a847a9d5e53d7bd905124f,95acffff28fb2580a716c6db39ea3d16e6838dfdc9dfe916a9192d49d500bd2e,D:\GitHub\jinchuang\data\loan_0086\face_signing.jpg,D:\GitHub\jinchuang\data\loan_0996\face_signing.jpg
loan_0086,loan_3055,0.9783529253190749,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,447e0c75830659d8fddc0b4e26b52663b2d27d4c26a847a9d5e53d7bd905124f,447e0c75830659d8fddc0b4e26b52663b2d27d4c26a847a9d5e53d7bd905124f,D:\GitHub\jinchuang\data\loan_0086\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3055\face_signing.jpg
loan_0086,loan_4086,0.7389277490277547,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,447e0c75830659d8fddc0b4e26b52663b2d27d4c26a847a9d5e53d7bd905124f,447e0c75830659d8fddc0b4e26b52663b2d27d4c26a847a9d5e53d7bd905124f,D:\GitHub\jinchuang\data\loan_0086\face_signing.jpg,D:\GitHub\jinchuang\data\loan_4086\face_signing.jpg
loan_0087,loan_4087,0.906349680549106,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,d6bb90b0fb70765dfc28325ffa1797be4752a04004af35fa46b7fa835bbe135a,d6bb90b0fb70765dfc28325ffa1797be4752a04004af35fa46b7fa835bbe135a,D:\GitHub\jinchuang\data\loan_0087\face_signing.jpg,D:\GitHub\jinchuang\data\loan_4087\face_signing.jpg
loan_0087,loan_3056,0.964150053154719,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,d6bb90b0fb70765dfc28325ffa1797be4752a04004af35fa46b7fa835bbe135a,d6bb90b0fb70765dfc28325ffa1797be4752a04004af35fa46b7fa835bbe135a,D:\GitHub\jinchuang\data\loan_0087\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3056\face_signing.jpg
loan_0088,loan_4088,0.9714963779967709,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,5c75b727161d341793c09040c8de3744d97164836ffc0cf49436e170f0d577cc,5c75b727161d341793c09040c8de3744d97164836ffc0cf49436e170f0d577cc,D:\GitHub\jinchuang\data\loan_0088\face_signing.jpg,D:\GitHub\jinchuang\data\loan_4088\face_signing.jpg
loan_0088,loan_3057,0.6563983176584891,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,5c75b727161d341793c09040c8de3744d97164836ffc0cf49436e170f0d577cc,5c75b727161d341793c09040c8de3744d97164836ffc0cf49436e170f0d577cc,D:\GitHub\jinchuang\data\loan_0088\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3057\face_signing.jpg
loan_0089,loan_4089,0.8057021619365901,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,a887753414873985ee8e209154308bf8e2ee717108621472c0b36d346ee0f2b8,a887753414873985ee8e209154308bf8e2ee717108621472c0b36d346ee0f2b8,D:\GitHub\jinchuang\data\loan_0089\face_signing.jpg,D:\GitHub\jinchuang\data\loan_4089\face_signing.jpg
loan_0089,loan_3058,0.9652151108055509,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,a887753414873985ee8e209154308bf8e2ee717108621472c0b36d346ee0f2b8,a887753414873985ee8e209154308bf8e2ee717108621472c0b36d346ee0f2b8,D:\GitHub\jinchuang\data\loan_0089\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3058\face_signing.jpg
loan_0090,loan_3059,0.6454124221775805,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,1784d0493c21fde1de7bd75704fe97d496819a29a5f7415d9f8b00b40967d6c7,1784d0493c21fde1de7bd75704fe97d496819a29a5f7415d9f8b00b40967d6c7,D:\GitHub\jinchuang\data\loan_0090\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3059\face_signing.jpg
loan_0090,loan_4090,0.6339079721241236,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,1784d0493c21fde1de7bd75704fe97d496819a29a5f7415d9f8b00b40967d6c7,1784d0493c21fde1de7bd75704fe97d496819a29a5f7415d9f8b00b40967d6c7,D:\GitHub\jinchuang\data\loan_0090\face_signing.jpg,D:\GitHub\jinchuang\data\loan_4090\face_signing.jpg
loan_0091,loan_3060,0.9127636495087835,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,4126a057720fb511c4b207ec187cab4c2ac9fe1f9ab8d091bbde02156b93170b,4126a057720fb511c4b207ec187cab4c2ac9fe1f9ab8d091bbde02156b93170b,D:\GitHub\jinchuang\data\loan_0091\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3060\face_signing.jpg
loan_0091,loan_4091,0.9127636495087835,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,4126a057720fb511c4b207ec187cab4c2ac9fe1f9ab8d091bbde02156b93170b,4126a057720fb511c4b207ec187cab4c2ac9fe1f9ab8d091bbde02156b93170b,D:\GitHub\jinchuang\data\loan_0091\face_signing.jpg,D:\GitHub\jinchuang\data\loan_4091\face_signing.jpg
loan_0092,loan_3061,0.8845072698461014,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,d732fb2c50b14eee863b0a5a8b9f80fb53385f8db7bee1832952413c87a7adf7,d732fb2c50b14eee863b0a5a8b9f80fb53385f8db7bee1832952413c87a7adf7,D:\GitHub\jinchuang\data\loan_0092\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3061\face_signing.jpg
loan_0092,loan_4092,0.8507291922440214,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,d732fb2c50b14eee863b0a5a8b9f80fb53385f8db7bee1832952413c87a7adf7,d732fb2c50b14eee863b0a5a8b9f80fb53385f8db7bee1832952413c87a7adf7,D:\GitHub\jinchuang\data\loan_0092\face_signing.jpg,D:\GitHub\jinchuang\data\loan_4092\face_signing.jpg
loan_0093,loan_3062,0.9634202858657874,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,503c4c8dcede6151163499ee5ac10343da72d7d760c8fad913c47a56f0b4a1ee,503c4c8dcede6151163499ee5ac10343da72d7d760c8fad913c47a56f0b4a1ee,D:\GitHub\jinchuang\data\loan_0093\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3062\face_signing.jpg
loan_0093,loan_4093,0.6486200179860664,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,503c4c8dcede6151163499ee5ac10343da72d7d760c8fad913c47a56f0b4a1ee,503c4c8dcede6151163499ee5ac10343da72d7d760c8fad913c47a56f0b4a1ee,D:\GitHub\jinchuang\data\loan_0093\face_signing.jpg,D:\GitHub\jinchuang\data\loan_4093\face_signing.jpg
loan_0094,loan_3063,0.7335779430996214,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,e1b6d9dad408702c28def207344bb15861fe7071b1c7d814c10cda3b7da5274f,e1b6d9dad408702c28def207344bb15861fe7071b1c7d814c10cda3b7da5274f,D:\GitHub\jinchuang\data\loan_0094\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3063\face_signing.jpg
loan_0094,loan_4094,0.7335779430996214,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,e1b6d9dad408702c28def207344bb15861fe7071b1c7d814c10cda3b7da5274f,e1b6d9dad408702c28def207344bb15861fe7071b1c7d814c10cda3b7da5274f,D:\GitHub\jinchuang\data\loan_0094\face_signing.jpg,D:\GitHub\jinchuang\data\loan_4094\face_signing.jpg
loan_0095,loan_4095,0.4220694524161863,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,2e6c79ed76f5bd965a0e5ef81d4f673d3bcdfcd3635560ff6dd57bb241bb461a,2e6c79ed76f5bd965a0e5ef81d4f673d3bcdfcd3635560ff6dd57bb241bb461a,D:\GitHub\jinchuang\data\loan_0095\face_signing.jpg,D:\GitHub\jinchuang\data\loan_4095\face_signing.jpg
loan_0095,loan_3064,0.6958539273301703,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,2e6c79ed76f5bd965a0e5ef81d4f673d3bcdfcd3635560ff6dd57bb241bb461a,2e6c79ed76f5bd965a0e5ef81d4f673d3bcdfcd3635560ff6dd57bb241bb461a,D:\GitHub\jinchuang\data\loan_0095\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3064\face_signing.jpg
loan_0096,loan_3065,0.9166368084648171,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,30cfe6ad412ae3b500a76020954ea7a2002f444643d8f094ac8298102db38d0f,30cfe6ad412ae3b500a76020954ea7a2002f444643d8f094ac8298102db38d0f,D:\GitHub\jinchuang\data\loan_0096\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3065\face_signing.jpg
loan_0096,loan_4096,0.933600855731948,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,30cfe6ad412ae3b500a76020954ea7a2002f444643d8f094ac8298102db38d0f,30cfe6ad412ae3b500a76020954ea7a2002f444643d8f094ac8298102db38d0f,D:\GitHub\jinchuang\data\loan_0096\face_signing.jpg,D:\GitHub\jinchuang\data\loan_4096\face_signing.jpg
loan_0097,loan_3066,0.5849512808612858,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,ac447e6c504297e6d192b5f6690062dedeb70b18c43dda4616e9397bba67dcec,ac447e6c504297e6d192b5f6690062dedeb70b18c43dda4616e9397bba67dcec,D:\GitHub\jinchuang\data\loan_0097\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3066\face_signing.jpg
loan_0097,loan_4097,0.9565305188857243,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,ac447e6c504297e6d192b5f6690062dedeb70b18c43dda4616e9397bba67dcec,ac447e6c504297e6d192b5f6690062dedeb70b18c43dda4616e9397bba67dcec,D:\GitHub\jinchuang\data\loan_0097\face_signing.jpg,D:\GitHub\jinchuang\data\loan_4097\face_signing.jpg
loan_0098,loan_1919,0.4564183965279104,True,cross_customer_fraud,not_labeled_similar,False,False,True,True,False,,,,,e530ca528a256477863be9ed223505fd9dd68fb72aa6d04ad2ad00dc08828ec2,3d0129d422f2612052fcc7aaea73525f71b58dc7fc9b8c1b9292cbe8743611de,D:\GitHub\jinchuang\data\loan_0098\face_signing.jpg,D:\GitHub\jinchuang\data\loan_1919\face_signing.jpg
loan_0098,loan_3067,0.8567345082301435,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,e530ca528a256477863be9ed223505fd9dd68fb72aa6d04ad2ad00dc08828ec2,e530ca528a256477863be9ed223505fd9dd68fb72aa6d04ad2ad00dc08828ec2,D:\GitHub\jinchuang\data\loan_0098\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3067\face_signing.jpg
loan_0098,loan_4098,0.7364741426905704,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,e530ca528a256477863be9ed223505fd9dd68fb72aa6d04ad2ad00dc08828ec2,e530ca528a256477863be9ed223505fd9dd68fb72aa6d04ad2ad00dc08828ec2,D:\GitHub\jinchuang\data\loan_0098\face_signing.jpg,D:\GitHub\jinchuang\data\loan_4098\face_signing.jpg
loan_0099,loan_3068,0.8941285538213903,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,76c4aea3ea2936c799bd10d5736d7ab94599e2b53f44fab4abc73bf689db1d10,76c4aea3ea2936c799bd10d5736d7ab94599e2b53f44fab4abc73bf689db1d10,D:\GitHub\jinchuang\data\loan_0099\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3068\face_signing.jpg
loan_0099,loan_4099,0.9708554399131226,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,76c4aea3ea2936c799bd10d5736d7ab94599e2b53f44fab4abc73bf689db1d10,76c4aea3ea2936c799bd10d5736d7ab94599e2b53f44fab4abc73bf689db1d10,D:\GitHub\jinchuang\data\loan_0099\face_signing.jpg,D:\GitHub\jinchuang\data\loan_4099\face_signing.jpg
loan_0100,loan_3069,0.7140719909470997,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,e1d3c90fab43527c46f32d643552902bf52afc8d6e530395f471121ba91e8f1c,e1d3c90fab43527c46f32d643552902bf52afc8d6e530395f471121ba91e8f1c,D:\GitHub\jinchuang\data\loan_0100\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3069\face_signing.jpg
loan_0100,loan_4100,0.7234363550730954,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,e1d3c90fab43527c46f32d643552902bf52afc8d6e530395f471121ba91e8f1c,e1d3c90fab43527c46f32d643552902bf52afc8d6e530395f471121ba91e8f1c,D:\GitHub\jinchuang\data\loan_0100\face_signing.jpg,D:\GitHub\jinchuang\data\loan_4100\face_signing.jpg
loan_0101,loan_4101,0.8671222517330515,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,3536c4ffbf67de7f3031ff9bf0af3ac176fe7acbd699454b3c50750e4f22f0a7,3536c4ffbf67de7f3031ff9bf0af3ac176fe7acbd699454b3c50750e4f22f0a7,D:\GitHub\jinchuang\data\loan_0101\face_signing.jpg,D:\GitHub\jinchuang\data\loan_4101\face_signing.jpg
loan_0101,loan_1906,0.6032415896013388,True,cross_customer_fraud,not_labeled_similar,False,False,True,True,False,,,,,3536c4ffbf67de7f3031ff9bf0af3ac176fe7acbd699454b3c50750e4f22f0a7,de8ea0fd15cd931ee29e0010ee5e001ffb1bf6dfd059eb6e11c5116d4951e2df,D:\GitHub\jinchuang\data\loan_0101\face_signing.jpg,D:\GitHub\jinchuang\data\loan_1906\face_signing.jpg
loan_0101,loan_3070,0.9645396497738726,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,3536c4ffbf67de7f3031ff9bf0af3ac176fe7acbd699454b3c50750e4f22f0a7,3536c4ffbf67de7f3031ff9bf0af3ac176fe7acbd699454b3c50750e4f22f0a7,D:\GitHub\jinchuang\data\loan_0101\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3070\face_signing.jpg
loan_0102,loan_3071,0.9189104865549278,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,d048622ab4106d419540c177319384a56167d91d5866d726ffbe740b1bc03adc,d048622ab4106d419540c177319384a56167d91d5866d726ffbe740b1bc03adc,D:\GitHub\jinchuang\data\loan_0102\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3071\face_signing.jpg
loan_0102,loan_4102,0.7499283195479411,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,d048622ab4106d419540c177319384a56167d91d5866d726ffbe740b1bc03adc,d048622ab4106d419540c177319384a56167d91d5866d726ffbe740b1bc03adc,D:\GitHub\jinchuang\data\loan_0102\face_signing.jpg,D:\GitHub\jinchuang\data\loan_4102\face_signing.jpg
loan_0103,loan_4103,0.6237875963410553,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,c552f2b6b11358d1e26de34f8be55c005a1283749dfb7f947390cd898bb7a4d5,c552f2b6b11358d1e26de34f8be55c005a1283749dfb7f947390cd898bb7a4d5,D:\GitHub\jinchuang\data\loan_0103\face_signing.jpg,D:\GitHub\jinchuang\data\loan_4103\face_signing.jpg
loan_0103,loan_3072,0.9600325501768641,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,c552f2b6b11358d1e26de34f8be55c005a1283749dfb7f947390cd898bb7a4d5,c552f2b6b11358d1e26de34f8be55c005a1283749dfb7f947390cd898bb7a4d5,D:\GitHub\jinchuang\data\loan_0103\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3072\face_signing.jpg
loan_0104,loan_0600,0.4506915534731741,True,cross_customer_fraud,not_labeled_similar,False,False,True,True,False,,,,,90eeff461a269345c126742fbab5e7260017420b53c04149969470f6af97bb83,fefbc36f4056938b5208c8b6809083975d64133b5fbaf2778a49eb56fd922135,D:\GitHub\jinchuang\data\loan_0104\face_signing.jpg,D:\GitHub\jinchuang\data\loan_0600\face_signing.jpg
loan_0104,loan_4104,0.956094626892489,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,90eeff461a269345c126742fbab5e7260017420b53c04149969470f6af97bb83,90eeff461a269345c126742fbab5e7260017420b53c04149969470f6af97bb83,D:\GitHub\jinchuang\data\loan_0104\face_signing.jpg,D:\GitHub\jinchuang\data\loan_4104\face_signing.jpg
loan_0104,loan_3073,0.956094626892489,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,90eeff461a269345c126742fbab5e7260017420b53c04149969470f6af97bb83,90eeff461a269345c126742fbab5e7260017420b53c04149969470f6af97bb83,D:\GitHub\jinchuang\data\loan_0104\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3073\face_signing.jpg
loan_0105,loan_3074,0.7860123991117131,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,455457e28c804a7f067871496bd90c3282f400d03e94f7bf9c8216e4870c20eb,455457e28c804a7f067871496bd90c3282f400d03e94f7bf9c8216e4870c20eb,D:\GitHub\jinchuang\data\loan_0105\face_signing.jpg,D:\GitHub\jinchuang\data\loan_3074\face_signing.jpg
loan_0105,loan_1504,0.5452863726041489,True,cross_customer_fraud,not_labeled_similar,False,False,True,True,False,,,,,455457e28c804a7f067871496bd90c3282f400d03e94f7bf9c8216e4870c20eb,ff24c67d4fca882328dab2a93ef3164d8595d56f0887df52d66b2262ba929ccf,D:\GitHub\jinchuang\data\loan_0105\face_signing.jpg,D:\GitHub\jinchuang\data\loan_1504\face_signing.jpg
loan_0105,loan_4105,0.7750521578374323,True,same_customer_repeat_review,same_customer_repeat_review,True,True,False,True,False,,,,,455457e28c804a7f067871496bd90c3282f400d03e94f7bf9c8216e4870c20eb,455457e28c804a7f067871496bd90c3282f400d03e94f7bf9c8216e4870c20eb,D:\GitHub\jinchuang\data\loan_0105\face_signing.jpg,D:\GitHub\jinchuang\data\loan_4105\face_signing.jpg
